State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Counseling for Physical Activity: Ages 3 to 17,2020,Medicaid & CHIP,Administrative & Hybrid,15.5,38,58.5,48.3,70,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population. Rates were derived using administrative and hybrid method data. Six MCOs used the administrative method and eight MCOs used the hybrid method. Measure-eligible population is not available.",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Higher rates are better for this measure,Percentage who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2020,Medicaid & CHIP,Administrative & Hybrid,60.3,50,65.6,57.5,71.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 84 percent of the population. Rate excludes FFS population, representing 16 percent of the population. Rate was derived using administrative and hybrid method data. Six MCOs used the administrative method and eight MCOs used the hybrid method. Measure-eligible population is not available. ",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Higher rates are better for this measure,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3 to 6,2020,Medicaid & CHIP,Administrative & Hybrid,67.9,50,70.4,63.6,76.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 84 percent of the population. Rate excludes FFS population, representing 16 percent of the population. Rate was derived using administrative and hybrid method data. Six MCOs used the administrative method and eight MCOs used the hybrid method. Measure-eligible population is not available.",Yes
Wisconsin,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment: Ages 18 to 74,ABA-AD,Higher rates are better for this measure,Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18 to 64,2020,Medicaid,Administrative & Hybrid,61.5,39,85.6,64.1,91.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles. Rate was derived using both administrative and hybrid method data. Two MCOs used the administrative method and 12 MCOs used the hybrid method. Measure-eligible population is not available.",Yes
Wisconsin,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50 to 74,BCS-AD,Higher rates are better for this measure,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64,2020,Medicaid,Administrative,63.1,47,54.7,50.4,59.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21 to 64,CCS-AD,Higher rates are better for this measure,Percentage of Women Screened for Cervical Cancer: Ages 21 to 64,2020,Medicaid,Administrative & Hybrid,64.8,47,56.7,49.3,62.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles. Rate was derived using both administrative and hybrid method data. Two MCOs used the administrative method and 12 MCOs used the hybrid method. Measure-eligible population is not available.",Yes
Wisconsin,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21 to 24,CHL-AD,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24,2020,Medicaid,Administrative,62.4,48,60.5,53.8,67.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wyoming,Behavioral Health Care,Adult Core Set,Concurrent Use of Opioids and Benzodiazepines: Age 18 and older,COB-AD,Lower rates are better for this measure,Percentage with Concurrent Use of Prescription Opioids and Benzodiazepines: Ages 18 to 64,2020,Medicaid & Dual Eligibles,Administrative,1,27,16.3,21.6,11.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS population.,Yes
Wyoming,Behavioral Health Care,Adult Core Set,Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older,OHD-AD,Lower rates are better for this measure,Percentage Without Cancer who Received Prescriptions for Opioids with an Average Daily Dosage Greater than or Equal to 90 Morphine Milligram Equivalents Over 90 Consecutive Days or More: Ages 18 to 64,2020,Medicaid & Dual Eligibles,Administrative,23.9,28,6.5,9.6,3.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS population.,Yes
Wyoming,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19,AMB-CH,Lower rates are better for this measure,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2020,Medicaid only,Administrative,43.4,46,43.2,50.1,37.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Medicaid rate includes FFS population.,Yes
Wyoming,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19,AMB-CH,Lower rates are better for this measure,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2020,CHIP only,Administrative,24.2,46,43.2,50.1,37.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rate includes managed care population (1 MCO).,No
Wyoming,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18 to 64",2020,Medicaid & Dual Eligibles,Administrative,26.5,36,20.1,26.7,15.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS population.,Yes
Wyoming,Care of Acute and Chronic Conditions,Adult Core Set,PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older,PQI05-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,000 Beneficiary Months: Ages 40 to 64",2020,Medicaid & Dual Eligibles,Administrative,99.9,31,56.4,85.2,41.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS population.,Yes
Wyoming,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18 to 64",2020,Medicaid & Dual Eligibles,Administrative,10.2,31,24.4,34.5,19.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS population.,Yes
Wyoming,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39,PQI15-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18 to 39",2020,Medicaid & Dual Eligibles,Administrative,12.1,31,6.5,7.8,3.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS population.,Yes
Wyoming,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2020,Medicaid only,Administrative,9.7,52,9.7,10.8,8.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021 as well as the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of November 24, 2020.",CMS calculated rate using CDC WONDER data.,Yes
Wyoming,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17,APP-CH,Higher rates are better for this measure,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17,2020,CHIP only,Administrative,#,39,65,55.1,72.2,# = Rate not reported because denominator is less than 30.,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rate includes managed care population (1 MCO).,No
Wyoming,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12,2020,CHIP only,Administrative,DS,45,46.6,40.6,52.8,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services’ cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include managed care population (1 MCO).,No
Wyoming,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12,2020,CHIP only,Administrative,DS,44,57.4,50.1,65.3,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services’ cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include managed care population (1 MCO).,No
Wyoming,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage on Antipsychotics who Received Blood Glucose Testing: Ages 1 to 17,2020,CHIP only,Administrative,DS,37,54,49.6,60.7,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services’ cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rates include managed care population (1 MCO). State was unable to report the Cholesterol Testing and the Blood Glucose and Cholesterol Testing rates for FFY 2020.,No
